r_bookID|r_title|r_avgbookrating
1850|Born to Be Wild|3.78
1852|The Call of the Wild|3.86
1853|Wild About Books|4.17
1856|In Web Design for Libraries|2.67
1869|Nickel and Dimed: On (Not) Getting by in America|3.63
1877|The History of Sexuality 1: An Introduction|4.04
1879|The History of Sexuality  Volume 1: The Will to Knowledge|4.04
1883|The History of Sexuality  Volume 2: The Use of Pleasure|4.08
1887|The Making of Pride and Prejudice|4.45
1888|Pride and Prejudice|4.26
1889|Pride & Prejudice|4.26
1891|Pride and Prejudice|4.26
1893|Pride and Prejudice|4.26
1894|Under the Banner of Heaven: A Story of Violent Faith|4.00
1896|Iceland: Land of the Sagas|3.71
1898|Into Thin Air: A Personal Account of the Mount Everest Disaster|4.17
1902|In the Land of White Death: An Epic Story of Survival in the Siberian Arctic|4.01
1911|The World Is Flat: A Brief History of the Twenty-first Century|3.68
1914|La Tierra es plana: Breve historia del mundo globalizado del siglo XXI|3.68
1925|The Avalanche Handbook|4.07
1931|Avalanche|3.65
1934|Little Women|4.07
1935|Little Women (Little Women  #1)|4.07
1936|Little Women|4.07
1937|Little Women|4.07
1946|Little Women  Little Men  Jo's Boys|4.33
1947|Little Women|4.07
1955|A Tale of Two Cities|3.84
1957|A Tale of Two Cities|3.84
1958|A Tale of Two Cities: Charles Dickens|4.00
1959|A Tale of Two Cities|3.84
1960|A Tale of Two Cities|3.84
1972|Den of Thieves|4.16
1976|Den of Thieves (Cat Royal  #3)|4.21
1982|Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities|4.30
1984|Bleak House|4.01
1985|David Copperfield|3.99
1987|What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England|3.85
1988|Charles Dickens|3.82
1990|Martin Chuzzlewit|3.83
1991|Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters)|3.71
1993|The Third Chimpanzee: The Evolution & Future of the Human Animal|4.06
1999|J.K.Rowling|3.84
2002|Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry|4.40
2004|J.K. Rowling's Harry Potter Novels: A Reader's Guide|3.58
2005|Harry Potter and the Half-Blood Prince (Harry Potter  #6)|4.57
2010|The Santaroga Barrier|3.66
2011|The Dosadi Experiment (ConSentiency Universe  #2)|3.81
2015|The Eyes of Heisenberg|3.43
2019|The Birds (Methuen Drama)|2.67
2022|The Frogs|3.80
2025|Lysistrata|3.85
2026|"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets"|3.75
2028|Assembly of Women (Literary Classics)|3.77
2034|Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves|5.00
2043|Aristophanes and His Theatre of the Absurd|3.86
2045|Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters|4.47
2046|Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window|4.50
2048|The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library)|4.45
2049|The High Window (Philip Marlowe  #3)|4.08
2051|The Simple Art of Murder|4.16
2052|The Big Sleep (Philip Marlowe  #1)|4.01
2054|The Long Goodbye (Philip Marlowe  #6)|4.22
2056|An Evening of Long Goodbyes|3.60
2057|The Long Goodbye: Memories of My Father|3.82
2058|Ghost In the Shell 2: Innocence: After the Long Goodbye|3.97
2059|The Long Goodbye (Philip Marlowe  #6)|4.22
2067|Breaking the Spell: Religion as a Natural Phenomenon|3.89
2068|Darwin's Dangerous Idea: Evolution and the Meanings of Life|4.04
2071|Freedom Evolves|3.83
2072|Brainstorms: Philosophical Essays on Mind and Psychology|3.95
2074|Kinds of Minds: Towards an Understanding of Consciousness|3.82
2077|Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation|3.61
2078|Elbow Room: The Varieties of Free Will Worth Wanting|3.92
2081|The Mind’s I: Fantasies and Reflections on Self and Soul|4.14
2093|The Illustrated A Brief History of Time|4.17
2094|A Briefer History of Time|4.22
2095|The Universe in a Nutshell|4.15
2096|God Created the Integers: The Mathematical Breakthroughs That Changed History|4.07
2099|Stephen Hawking's Universe: The Cosmos Explained|4.29
2100|The Future of Spacetime|3.94
2102|Stephen Hawking's Universe|4.02
2103|The Nature of Space and Time|4.09
2104|The Physics of Star Trek|3.83
2107|Falconry & Hawking|4.31
2109|The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike|4.13
2112|The Art of Nonfiction: A Guide for Writers and Readers|3.96
2113|The Journals of Ayn Rand|3.94
2122|The Fountainhead|3.87
2123|The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life|4.24
2126|The 3-Hour Diet: On the Go|3.10
2127|The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late|4.23
2136|Specimen Days|3.58
2137|A Home at the End of the World|3.91
2140|Blink: The Power of Thinking Without Thinking|3.93
2142|Blink|4.17
2144|Blink-182: Tales from Beneath Your Mom|4.39
2151|The Complete Novels|4.55
2152|The Jane Austen Book Club|3.08
2153|Jane Austen: The Complete Novels|4.55
2155|Jane Austen's Letters|4.16
2156|Persuasion|4.14
2157|Tea with Jane Austen|3.79
2166|The Old Man and the Sea|3.77
2167|Cliffs Notes on Hemingway's The Old Man and the Sea|2.83
2176|Flaubert's Parrot|3.66
2178|Flaubert in Egypt: A Sensibility on Tour|3.62
2179|A Sentimental Education|3.83
2182|Three Tales|3.69
2183|Sentimental Education|3.83
2186|The Family Idiot 5: Gustave Flaubert 1821-1857|3.80
2187|Middlesex|4.00
2199|Team of Rivals: The Political Genius of Abraham Lincoln|4.28
2203|John Adams|4.06
2204|The John Adams Reader: Eseential Writings on an American Composer|3.50
2205|The Letters of John and Abigail Adams|4.14
2209|Passionate Sage: The Character and Legacy of John Adams|4.05
2211|The Portable John Adams|4.17
2218|Sex For Dummies|3.65
2219|Baby Signing For Dummies|3.64
2222|The Feeling Good Handbook|4.00
2226|On Death and Dying|4.16
2227|Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying|4.07
2228|The Last Dance: Encountering Death and Dying|3.77
2236|Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi)|3.62
2249|The Seven Habits of Highly Effective People|4.10
2250|The 7 Habits of Highly Effective People Personal Workbook|4.24
2253|Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day|3.90
2255|Way of the Peaceful Warrior: A Book That Changes Lives|4.14
2257|Secret of the Peaceful Warrior|4.15
2265|It's Not about the Bike: My Journey Back to Life|3.72
2267|23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory|3.67
2279|Truman|4.12
2281|The Complete Stories of Truman Capote|4.20
2282|Breakfast at Tiffany's: A Short Novel and Three Stories|3.89
2283|Murder at The Washington Tribune (Capital Crimes  #21)|3.58
2285|Murder at Ford's Theatre (Capital Crimes  #19)|3.74
2287|Other Voices  Other Rooms|3.80
2289|In Cold Blood|4.07
2296|Emergence: The Connected Lives of Ants  Brains  Cities  and Software|3.96
2299|Emergence: Labeled Autistic|4.07
2304|The Emergence of Life on Earth: A Historical and Scientific Overview|4.02
2305|The Ghost Stories of Edith Wharton|3.89
2306|The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence|4.30
2307|Collected Stories  1911-1937|4.25
2309|Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance|4.22
2314|The House of Mirth|3.95
2315|Below the Root|4.08
2319|The Witches of Worm|3.69
2322|The Deeper Meaning of Liff|3.93
2326|Dirk Gently's Holistic Detective Agency (Dirk Gently #1)|3.98
2327|The Letters of J.R.R. Tolkien|4.15
2329|The History of the Lord of the Rings (The History of Middle-earth #6-9)|4.38
2330|The Languages of Tolkien's Middle-Earth|3.98
2331|The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3)|4.50
2333|Farmer Giles of Ham|3.85
2336|Tandia|4.05
2338|Matthew Flinders' Cat|3.80
2343|Solomon's Song (The Potato Factory  #3)|4.01
2348|An Introduction to Old Norse|4.10
2353|Cold Counsel: Women in Old Norse Literature and Myth|3.68
2367|Brave Companions: Portraits in History|3.98
2368|Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt|4.12
2370|John Adams|4.06
2371|The Johnstown Flood|4.11
2372|The Path Between the Seas: The Creation of the Panama Canal  1870-1914|4.20
2373|The Bone Collector (Lincoln Rhyme  #1)|4.19
2375|The Bone Collector's Son|3.27
2378|El Coleccionista De Huesos (Lincoln Rhyme  #1)|4.19
2386|Moby Dick|3.50
2388|Moby-Dick|3.71
2389|Moby Dick|3.50
2390|Moby-Dick|3.50
2400|Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook|3.61
2404|Moby Dick: or The White Whale (Oxford Illustrated Classics)|3.82
2407|Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts)|3.93
2409|Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series)|3.82
2411|Melville and the politics of identity: From *King Lear* to *Moby-Dick*|3.33
2412|"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art"|4.28
2423|Double Tap (Paul Madriani  #8)|3.92
2430|The List|3.96
2442|Witches Abroad (Discworld  #12; Witches #3)|4.22
2443|The Innocents Abroad|3.86
2445|Teaching English Abroad|3.57
2452|Theocritus: Select Poems: Select Poems|3.00
2473|The Shield. Catalogue of Women. Other Fragments. (Hesiod II)|4.03
2486|Death and the King's Horseman|3.76
2494|The Time Machine|3.89
2495|The Time Machine|3.89
2499|The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium|3.59
2501|The Time Machine|3.89
2504|The Complete Short Stories|4.14
2506|Selected Stories|3.93
2508|Tono-Bungay|3.42
2519|The Name of the Rose (Everyman's Library (Cloth))|4.12
2520|In the Name of Jesus: Reflections on Christian Leadership|4.34
2521|Blood Done Sign My Name: A True Story|4.15
2526|Blindness|4.11
2527|The Gospel According to Jesus Christ|4.29
2528|All the Names|3.89
2529|The Tale of the Unknown Island|3.89
2530|Baltasar and Blimunda|3.92
2531|The Cave|3.84
2535|The Stone Raft|3.80
2536|The Year of the Death of Ricardo Reis|4.02
2538|El hombre duplicado|3.89
2539|Ensayo sobre la lucidez|3.80
2541|La caverna|3.84
2542|The History of the Siege of Lisbon|3.81
2543|Las intermitencias de la muerte|4.00
2545|The Treasured Writings of Kahlil Gibran|4.42
2547|The Prophet|4.23
2549|A Tear and a Smile|4.03
2551|On the Road|3.63
2552|On the Road|3.63
2557|De Kooning: An American Master|4.11
2560|Willem de Kooning: Late Paintings|5.00
2567|Aké: The Years of Childhood|3.93
2581|Ready for Anything: 52 Productivity Principles for Getting Things Done|3.85
2584|The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work|4.00
2586|Sun Tzu and the Art of Business: Six Strategic Principles for Managers|3.89
2595|Marketing Warfare|4.11
2612|The Tipping Point: How Little Things Can Make a Big Difference|3.97
2613|Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.|3.98
2615|The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business|3.99
2619|Great Expectations|3.77
2626|Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism|3.77
2646|Luther and Erasmus: Free Will and Salvation (Library of Christian Classics)|3.80
2654|To Kill a Mockingbird|4.27
2655|To Kill a Mockingbird|4.27
2661|To Kill a Mockingbird|4.27
2673|The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent|4.02
2677|A Modest Proposal and Other Satirical Works|4.05
2678|Gulliver's Travels / A Modest Proposal|3.79
2680|Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova)|4.67
2686|The Bostonians|3.59
2687|Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age|4.28
2688|Novels 1901–1902: The Sacred Fount / The Wings of the Dove|4.63
2692|Complete Stories 1892–1898|4.22
2696|The Canterbury Tales|3.49
2698|The Canterbury Tales|3.49
2701|The Canterbury Tales (original-spelling edition)|3.49
2702|Chaucer's Canterbury Tales (Selected): An Interlinear Translation|3.80
2705|Oxford Guides to Chaucer: The Canterbury Tales|4.02
2706|Love Visions|3.61
2710|Chaucer's Canterbury Tales|3.49
2711|The Riverside Chaucer|4.18
2713|The Portable Chaucer|3.86
2715|Salt: A World History|3.74
2718|Salt in His Shoes: Michael Jordan in Pursuit of a Dream|4.20
2719|The Book of Salt|3.52
2722|Cities of Salt (مدن الملح #1)|4.13
2723|The Years of Rice and Salt|3.73
2725|Illuminations: Essays and Reflections|4.29
2727|Saul Steinberg: Illuminations|4.51
2731|Advanced Global Illumination|4.50
2735|Snow Falling On Cedars|3.83
2743|The Lost Boy (Dave Pelzer #2)|4.10
2745|Real Boys: Rescuing Our Sons from the Myths of Boyhood|3.83
2749|Microserfs|3.88
2756|New Media Language|3.00
2761|The Denial of Death|4.16
2767|A People's History of the United States|4.08
2768|A People's History of the United States|4.08
2770|A People's History of the United States: The Civil War to the Present|4.00
2778|Graphic Design: A Concise History (World of Art)|4.00
2781|Immigrant Acts: On Asian American Cultural Politics|4.00
2785|The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back|3.92
2794|The Crying of Lot 49|3.69
2802|E=mc²: A Biography of the World's Most Famous Equation|4.09
2804|Passionate Minds|4.10
2810|Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard|3.93
2811|A House Like a Lotus (O'Keefe Family  #3)|3.76
2814|The Rock That Is Higher: Story as Truth|4.12
2815|The Glorious Impossible|4.25
2817|A Full House: An Austin Family Christmas (Austin Family  #5.6)|3.98
2819|A Circle of Quiet (Crosswicks Journals #1)|4.21
2820|The Birth of Tragedy and Other Writings|4.04
2821|The Birth of Tragedy/The Genealogy of Morals|4.01
2822|The Birth of Tragedy|3.98
2823|The Birth of Tragedy|3.98
2826|Birth Of A Tragedy: Kashmir 1947|4.00
2834|The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins|3.79
2835|The Tragedy of Pudd'nhead Wilson|3.79
2836|Bridge to Terabithia|4.00
2843|Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature|5.00
2847|Bread and Roses  Too|3.76
2851|The Invisible Child|4.27
2855|A Short History of Decay|4.25
2860|Scholar of Decay (Ravenloft  #14)|3.46
2864|Girl with a Pearl Earring|3.88
2868|The Golden Tulip|3.94
2871|Burning Bright|3.36
2872|Falling Angels|3.58
2873|The Virgin Blue|3.66
2875|Wenn Engel fallen|3.58
2877|Tom Hunter: Living in Hell and Other Stories|3.64
2879|Bleach  Volume 15|4.42
2880|Bleach  Volume 01|4.22
2881|Bleach  Volume 14|4.38
2882|Bleach  Volume 11|4.36
2883|Bleach  Volume 12|4.36
2885|DEATH NOTE デスノート 1|4.43
2886|Death Note  Vol. 4: 恋心 (Death Note  #4)|4.39
2887|Death Note  Vol. 3: 激走 (Death Note  #3)|4.43
2893|Love Artist (Harlequin Romance #2860)|3.25
2895|Perfume: The Story of a Murderer|4.02
2896|Das Parfum. Die Geschichte eines Mörders|4.02
2898|Three Stories and a Reflection|3.57
2899|The Pigeon|3.68
2900|The Story of Mr Sommer|3.84
2906|Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1)|4.22
2907|Bleach  Tome 1: The Death and the Strawberry|4.22
2912|Escape from Fire Mountain (World of Adventure  #3)|3.67
2917|How Angel Peterson Got His Name|3.93
2920|Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5)|4.44
2921|Chicago Blues: The City and the Music|3.92
2923|Winterdance: The Fine Madness of Running the Iditarod|4.26
2928|Brian's Winter|4.01
2932|Robinson Crusoe (Robinson Crusoe #1)|3.67
2933|Robinson Crusoe|3.67
2934|Robinson Crusoe|3.67
2937|Robinson Crusoe|3.67
2940|Robinson Crusoe|3.67
2942|A General History of the Pyrates|3.72
2949|Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library)|3.85
2952|Huck Finn and Tom Sawyer Among the Indians|3.57
2953|Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings|4.06
2956|The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2)|3.82
2958|Adventures of Huckleberry Finn|3.82
2960|Adventures of Huckleberry Finn|3.82
2962|The Annotated Huckleberry Finn|3.82
2965|The Wit and Wisdom of Mark Twain|4.20
2967|Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race|3.86
2968|The Complete Short Stories of Mark Twain|4.28
2971|The Autobiography of Mark Twain|4.05
2973|Collected Tales  Sketches  Speeches  & Essays 1891–1910|4.39
2978|Lost Horizon|3.92
2988|Louisa May Alcott's Christmas Treasury|3.96
2997|My Secret Garden: Women's Sexual Fantasies|3.68
2998|The Secret Garden|4.13
3003|The Secret Garden|4.13
3004|The Secret Garden|4.33
3006|The Secret Garden|4.13
3008|A Little Princess|4.20
3011|Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924|3.80
